Pransa_no	Adhyaya_no	Kandika_no	Text_no	Hymn
2	2	4	12	For intercourse with females who must not be approached (agamyâ), a Krikkhra and an Atikrikkhra (and) a Kândrâyana are the penances prescribed for all.
2	2	4	13	Thereby (the rule regarding) intercourse with a female of the Kandâla caste has been declared.
2	2	4	14	Now they quote also (the following verses): A Brâhmana who unintentionally approaches a female of the Kandâla caste, eats (food given by a Kandâla) or receives (presents from him), becomes an outcast; but (if he does it) intentionally, he becomes equal (to a Kandâla).
2	2	4	15	'He who approaches his father's, his teacher's, or a king's wife, is guilty of the crime of violating a Guru's bed; the penance ordained for him has been declared above.'
2	2	4	16	(A Brâhmana) who is unable (to subsist) by teaching, sacrificing for others, or the acceptance of gifts, shall maintain himself by following the duties of Kshatriyas, because that is the next following (caste).
2	2	4	17	Gautama (declares that one shall) not (act thus). For the duties of Kshatriyas are too cruel for a Brâhmana.
2	2	4	18	Now they quote also (the following verse): 'Out of regard for the sacred law a Brâhmana and a Vaisya may take up arms for (the protection of) cows or Brâhmanas, or when a confusion of the castes (threatens to take place).
2	2	4	19	(Or) the livelihood of a Vaisya should be adopted, because that is the one following (next):
2	2	4	20	(If he lives by agriculture) he shall plough before breakfast,
2	2	4	21	With two bulls whose noses have not been pierced, not striking them with the goad, (but) frequently coaxing them.
2	2	4	22	The (sacred domestic) fire (shall be kindled) at the wedding; the religious ceremonies up to the Agnyâdheya (shall be) performed in that.
2	2	4	23	Now, beginning with the Agnyâdheya, follow these (rites in an) uninterrupted (series), as, for instance, the Agnyâdheya, the Agnihotra, the new and full moon sacrifices, the Âgraya.a at the winter and summer solstices, the animal sacrifice, the Kâturmâsyas at the beginning of each season, the Shaddhotri in spring, the Agnishtoma. Thus the attainment of bliss (is secured).
2	2	4	24	Now they quote also (the following verse): 'Neither he who is accustomed to sleep in the day-time, nor he who eats the food of anybody, nor he who falls from a height to which he has climbed, can reach heaven as he desires.'
2	2	4	25	Let him avoid meanness, hard-heartedness, and crookedness.
2	2	4	26	Now they quote also with reference to this (subject the following) verse in the dialogue between the daughters of Usanas and Vrishaparvan: 'Thou, forsooth, art the daughter of one who praises (others), who begs and accepts (gifts); but I am the child of one who is praised, who gives gifts and does not accept them.'
2	3	5	1	Bathing is suitable for (the practice of) austerity.
2	3	5	2	The libation to the manes (is offered) after the gods have been satisfied (with water),
2	3	5	3	They pour out water which gives strength, from one Tîrtha after the other.
2	3	5	4	Now they quote also (the following verses): 'With flowing, unconfined water twice-born men of the three castes shall satisfy the gods, Rishis, and manes, when they have risen in the morning.'
2	3	5	5	'They shall not offer (libations of water) con-fined (in tanks and wells), (If they do it), he who made the embankment; will obtain a share (of the merit of their devotion).'
2	3	5	6	'Therefore let him avoid embankments (around tanks) and wells made by others.'
2	3	5	7	Nov they quote also (the following verse): 'Or, in times of distress--not as a rule--he may bathe in (water) confined (in tanks), after taking out three lumps (of earth); from a well (let him take three) lumps of clay and three jars of water.'
2	3	5	8	If he has accepted presents from one who is able to give presents to many, or from one whose presents ought not to be accepted, or if he has sacrificed for one for whom he ought not to have sacrificed, or if he has eaten food (given by a person) whose food must not be eaten, he shall mutter the Taratsamandîya.
2	3	5	9	Now they quote also (the following verse): Those who improperly associate with (an outcast) teacher, those who improperly associate with (outcast) pupils, and those who improperly associate (with outcasts) by (accepting their) food or by (reciting) Mantras (for them), enter into deep darkness.'
2	3	5	10	Now (follow) the duties of a Snâtaka.
2	3	5	11	After offering at the morning and at the evening (meals) with (a portion of) the food which he may have, the Vaisvadeva and the Bali-offerings, he shall honour, according to his ability, Brâhmanas, Kshatriyas, Vaisyas, and Sûdras (who may come to his house as) guests.
2	3	5	12	If he cannot (afford to give food) to many, let him give (something) to one who possesses good qualities,
2	3	5	13	Or to him who has come first.
2	3	5	14	, If a Sûdra (has come as) a guest, he shall order him (to do some) work, (and feed him afterwards);
2	3	5	15	Or (if he cannot spare much), he may give a first portion (agrya) to a Srotriya.
2	3	5	16	It is prescribed that the division (of the food) shall be made without detriment to (the interests of) those who daily receive a portion.
2	3	5	17	But he shall never eat without having given away (some small portion of the food).
2	3	5	18	Now they quote also two verses which have been proclaimed by (the goddess of) food: 'Him who, without giving me to the gods, the manes, his servants, his guests and friends, consumes what has been prepared and (thus), in his exceeding folly, swallows poison, I consume, and I am his death. But for him who, offering the Agnihotra, performing the Vaisvadeva, and honouring guests, eats, full of contentment, purity, and faith, what remains after feeding those whom he must support, I become ambrosia, and he (really) enjoys me.'
2	3	5	19	Presents of money must be given, according to one's ability, to good Brâhmanas, Srotriyas, and Vedapâragas, when they beg outside the Vedi, for the sake of Gurus, in order to defray (the expenses of) their marriages, or of medicine, or when they are distressed for a livelihood, or desirous to offer a sacrifice, or engaged in studying, or on a journey, or have performed a Visvagit sacrifice.
2	3	5	20	Cooked food (must be given) to other (beggars).
2	3	5	21	Let him eat (seated) in a pure, enclosed place, after having well washed his hands and feet and after having sipped water, respectfully receiving the food which is brought to him, keeping himself free from lust, anger, hatred, greed, and perplexity, (conveying the food into his mouth) with all his fingers and making no noise (during mastication).
2	3	6	1	Let him not put back into the dish a remnant of food.
2	3	6	2	If he eats (food), containing meat, fish, or sesamum, he shall (afterwards) wash and touch fire,
2	3	6	3	And bathe after sunset.
2	3	6	4	Let him avoid a seat, clogs, sticks for cleaning the teeth, and other (implements) made of Palâsa wood.
2	3	6	5	Let him not eat (food placed) in his lap,
2	3	6	6	Nor on a chair,
2	3	6	7	He shall carry a staff, made of bamboo, and golden earrings.
2	3	6	8	Let him not rub one foot with the other while bathing, nor place the one on the other while standing,
2	3	6	9	Let him not wear a visible garland.
2	3	6	10	Let him not look at the sun when he rises or sets.
2	3	6	11	Let him not announce (the appearance of a rainbow) to another (man, saying), 'There is Indra's bow.'
2	3	6	12	If he points it out, he shall call it 'the jewelled bow.'
2	3	6	13	Let him not pass between the prakîlaka and the beam, at the town gate,
2	3	6	14	Nor let him pass between the two posts of a swing.
2	3	6	15	Let him not step over a rope to which a calf is tied.
2	3	6	16	Let him not step on ashes, bones, hair, chaff, potsherds, nor on a bathing-place (moist with) water.
2	3	6	17	Let him not announce it to another (man if) a cow suckles (her calf).
2	3	6	18	Let him not say of (a cow which is) not a milch-cow, 'She is not a milch-cow.'
2	3	6	19	If he speaks (of such a one), let him say, 'It is one which will become a milch-cow.'
2	3	6	20	Let him not make empty, ill-sounding, or harsh speeches.
2	3	6	21	Let him not go alone on a. journey,
2	3	6	22	Nor with outcasts, nor with a woman, nor with a Sûdra.
2	3	6	23	Let him not set out (on a journey) towards evening.
2	3	6	24	Let him not bathe (entirely) naked.
2	3	6	25	Let him not bathe at night.
2	3	6	26	Let him not cross a river swimming.
2	3	6	27	Let him not look down into a well.
2	3	6	28	Let him not look down into a pit.
2	3	6	29	Let him not sit down there, where another person may order him to rise.
2	3	6	30	Way must be made for a Brâhmana, a cow, a king, a blind man, an aged man, one who is suffering under a burden, a pregnant woman, and a weak man.
