Part	+Book	Chapter	Decade	Text	Hymn
PART SECOND	BOOK I	CHAPTER I	V Mitra Varuna	1	Varuna, Mitra, sapient pair, pour fatness on our pastures, pour 
PART SECOND	BOOK I	CHAPTER I	V Mitra Varuna	3	Lauded by Jamadagni's song, sit in the shrine of sacrifice: 
PART SECOND	BOOK I	CHAPTER I	VI Indra	1	Come, we have pressed theJuice for thee; O Indra, drink this Soma here: 
PART SECOND	BOOK I	CHAPTER I	VI Indra	2	O Indra, let thy long-maned bays, yoked by prayer, bring thee hitherward! 
PART SECOND	BOOK I	CHAPTER I	VI Indra	3	We Soma-bearing Brahmans call thee Soma-drinker with thy friend, 
PART SECOND	BOOK I	CHAPTER I	VII Indra Agni	1	Indra and Agni, moved by songs, come to the juice, the precious dew: 
PART SECOND	BOOK I	CHAPTER I	VII Indra Agni	2	Indra and Agni, with the man who lauds comes visible sacrifice: 
PART SECOND	BOOK I	CHAPTER I	VII Indra Agni	3	With force of sacrifice I seek Indra, Agni who love the wise: 
PART SECOND	BOOK I	CHAPTER I	VIII Soma Pavamana	1	High is thy juice's birth: though set in heaven, on earth it hath obtained 
PART SECOND	BOOK I	CHAPTER I	VIII Soma Pavamana	2	Finder of room and freedom, flow for Indra whom we must adore, 
PART SECOND	BOOK I	CHAPTER I	VIII Soma Pavamana	3	Striving to win, with him we gain all riches from the enemy, 
PART SECOND	BOOK I	CHAPTER I	IX Soma Pavamana	1	Cleansing thee, Soma, in thy stream, thou flowest in watery robe. 
PART SECOND	BOOK I	CHAPTER I	IX Soma Pavamana	2	He, milking for dear meath the heavenly udder, hath sat in the ancient gathering-place. 
PART SECOND	BOOK I	CHAPTER I	X Soma Pavamana	1	Run onward to the reservoir and seat thee: cleansed by the men speed forward to the battle. 
PART SECOND	BOOK I	CHAPTER I	X Soma Pavamana	2	Indu, the well-armed God is flowing onward, he who averts the curse and guards the homesteads. 
PART SECOND	BOOK I	CHAPTER I	XI Indra	1	Like kine unmilked we call aloud, hero, to thee, and sing thy 
PART SECOND	BOOK I	CHAPTER I	XI Indra	2	None other like to thee, of earth or of the heavens, hath been or ever will be born. 
PART SECOND	BOOK I	CHAPTER I	XII Indra	1	With what help will he come to us, wonderful, everwaxing friend? 
PART SECOND	BOOK I	CHAPTER I	XII Indra	2	What genuine and most liberal draught will spirit thee with juice to burst 
PART SECOND	BOOK I	CHAPTER I	XII Indra	3	Do thou who art protector of us thy friends who praise thee 
PART SECOND	BOOK I	CHAPTER I	XIII Indra	1	As cows low to their calves in stalls, so with our songs we glorify 
PART SECOND	BOOK I	CHAPTER I	XIII Indra	2	Celestial, bounteous giver, girt about with might, rich, mountain-like, in pleasant things,-- 
PART SECOND	BOOK I	CHAPTER I	XIV Indra	1	Loud-singing at tbe sacred rite where Soma flows, we priests invoke. 
PART SECOND	BOOK I	CHAPTER I	XIV Indra	2	Whom, fair of cheek, in rapture of the juice, the firm resistless slayers hinder not: 
PART SECOND	BOOK I	CHAPTER I	XV Soma Pavamana	1	In sweetest and most gladdening stream flow pure, O Soma, on thy way, 
PART SECOND	BOOK I	CHAPTER I	XV Soma Pavamana	2	Fiend-queller, friend of all men, he hath reached his shrine, his dwelling-place. 
PART SECOND	BOOK I	CHAPTER I	XV Soma Pavamana	3	Be thou best Vritra-slaver, best granter of room, most liberal: 
PART SECOND	BOOK I	CHAPTER I	XVI Soma Pavamana	1	For Indra flow, thou Soma, on, as most inspiring drink, most rich in sweets, 
PART SECOND	BOOK I	CHAPTER I	XVI Soma Pavamana	2	Thou of whom having drunk the Steer acts like a steer: having drunk this that finds the light, 
PART SECOND	BOOK I	CHAPTER I	XVII Indra	1	To Indra, to the mighty let these golden-coloured juices go, 
PART SECOND	BOOK I	CHAPTER I	XVII Indra	2	This juice that gathers spoil flows, pressed, for Indra, for his maintenance. 
PART SECOND	BOOK I	CHAPTER I	XVII Indra	3	Yea, Indra in the joys of this obtains the grasp that gathers spoil, 
PART SECOND	BOOK I	CHAPTER I	XVIII Soma Pavamana.	1	For first possession of your juice, for the exhilarating drink, 
PART SECOND	BOOK I	CHAPTER I	XVIII Soma Pavamana.	2	He who with purifying stream, effused, comes flowing hitherward, 
PART SECOND	BOOK I	CHAPTER I	XVIII Soma Pavamana.	3	With prayer all-reaching let the men tend unassailable Soma: be- 
PART SECOND	BOOK I	CHAPTER I	XIX Soma Pavamana	1	Graciously- minded he is flowing on his way to win dear names o'er which the youthful one grows great. 
PART SECOND	BOOK I	CHAPTER I	XIX Soma Pavamana	2	The speaker, unassailable master of this prayer, the tongue of sacrifice, pours forth the pleasant meath. 
PART SECOND	BOOK I	CHAPTER I	XIX Soma Pavamana	3	Sending forth flashes he hath bellowed to the jars, led by the men into the golden reservoir. 
PART SECOND	BOOK I	CHAPTER I	XX Agni	1	Sing to your Agni with each song, at every sacrifice for strength! 
PART SECOND	BOOK I	CHAPTER I	XX Agni	2	The Son of Strength; for is be not our gracious Lord? Let us serve him who bears our gifts! 
PART SECOND	BOOK I	CHAPTER I	XXI Agni	1	O Agni, come; far other songs of praise will I sing forth to thee. 
PART SECOND	BOOK I	CHAPTER I	XXI Agni	2	Where'er thy mind applies itself, vigour preeminent hast thou: 
PART SECOND	BOOK I	CHAPTER I	XXI Agni	3	Not for a moment only lasts thy bounty, Lord of many men: 
PART SECOND	BOOK I	CHAPTER I	XXII Indra	1	We call on thee, O matchless one. We, seeking help, possessing nothing firm ourselves. 
PART SECOND	BOOK I	CHAPTER I	XXII Indra	2	On thee for aid in sacrifice, This youth of ours, the bold, the terrible, bath gone forth. 
PART SECOND	BOOK I	CHAPTER I	XXIII Indra	1	So, Indra, friend of song, do we draw near to thee with longing; we have streamed to thee 
PART SECOND	BOOK I	CHAPTER I	XXIII Indra	2	As rivers swell the ocean, so, hero, our prayers increase thy might, 
PART SECOND	BOOK I	CHAPTER I	XXIII Indra	3	With holy song they bind to the broad wide-yoked car the bay steeds of the quickening God, 
PART SECOND	BOOK I	CHAPTER II	I Indra	2	Lauded by many, much-invoked, leader of song renowned of old: 
PART SECOND	BOOK I	CHAPTER II	I Indra	3	Indra, the dancer, be to us the giver of abundant wealth: 
PART SECOND	BOOK I	CHAPTER II	II Indra	1	Sing ye a song, to make him glad, to Indra, Lord of tawny steeds, 
PART SECOND	BOOK I	CHAPTER II	II Indra	2	To him, the bounteous, say the laud, and let us glorify, as men 
PART SECOND	BOOK I	CHAPTER II	II Indra	3	O Indra, Lord of boundless might, for us thou seekest spoil and kine, 
PART SECOND	BOOK I	CHAPTER II	III Indra	1	This, even this, O Indra, we implore: as thy devoted friends, 
PART SECOND	BOOK I	CHAPTER II	III Indra	2	Naught else, O Thunderer, have I praised in the skilled singer's eulogy; 
PART SECOND	BOOK I	CHAPTER II	III Indra	3	The Gods seek him who presses out the Soma; they desire not sleep: 
PART SECOND	BOOK I	CHAPTER II	IV Indra	1	For Indra, lover of carouse, loud be our songs about the juice: 
PART SECOND	BOOK I	CHAPTER II	IV Indra	2	We summon Indra to the draught, in whom all glories rest, in whom 
PART SECOND	BOOK I	CHAPTER II	IV Indra	3	At the Trikadrukas the Gods span sacrifice that stirs the mind: 
PART SECOND	BOOK I	CHAPTER II	V Indra	1	Here, Indra, is thy Soma draught, made pure upon the sacred grass: 
PART SECOND	BOOK I	CHAPTER II	V Indra	2	Strong-rayed! adored with earnest hymns! this juice is shed for thy delight: 
PART SECOND	BOOK I	CHAPTER II	V Indra	3	To Kundapayya, grandson's son, grandson of Sringavrish! to thee, 
PART SECOND	BOOK I	CHAPTER II	VI Indra	1	Indra, as one with mighty arm, gather for us with thy right hand, 
PART SECOND	BOOK I	CHAPTER II	VI Indra	2	We know thee mighty in thy deeds, of mighty bounty, mighty wealth. 
PART SECOND	BOOK I	CHAPTER II	VI Indra	3	Hero when thou wouldst give thy gifts, neither the Gods nor mortal men 
PART SECOND	BOOK I	CHAPTER II	VI Indra	1	Hero, the Soma being shed, I pour the juice for thee to drink: 
PART SECOND	BOOK I	CHAPTER II	VI Indra	2	Let not the fools, or those who mock, beguile thee when they seek thine aid: 
PART SECOND	BOOK I	CHAPTER II	VI Indra	3	Here let them cheer thee well supplied with milk to great munificence: 
PART SECOND	BOOK I	CHAPTER II	VIII lndra	2	Washed by the men, pressed out with stones, strained through the filter made of wool, 
PART SECOND	BOOK I	CHAPTER II	VIII lndra	3	This juice have we made sweet for thee like barley, blending it with milk. 
PART SECOND	BOOK I	CHAPTER II	IX Indra	1	So, Lord of affluent gifts, this juice hath been expressed for thee with strength: 
PART SECOND	BOOK I	CHAPTER II	IX Indra	2	Incline thy body to the juice which suits thy godlike nature well: 
PART SECOND	BOOK I	CHAPTER II	IX Indra	3	O Indra, let it enter both thy flanks, enter thy head with prayer, 
PART SECOND	BOOK I	CHAPTER II	X Indra	1	O Come ye hither, sit ye down; to Indra sing ye forth your song, 
PART SECOND	BOOK I	CHAPTER II	X Indra	2	Laud Indra, richest of the rich, who ruleth over noblest wealth, 
PART SECOND	BOOK I	CHAPTER II	X Indra	3	May he stand near us in our need with all abundance, for our wealth: 
PART SECOND	BOOK I	CHAPTER II	XI Indra	1	In every need, in every fray we call, as friends to succour us, 
PART SECOND	BOOK I	CHAPTER II	XI Indra	2	I call him, mighty to resist, the hero of our ancient home, 
PART SECOND	BOOK I	CHAPTER II	XI Indra	3	If he will hear us, let him come with succour of a thousand kinds, 
PART SECOND	BOOK I	CHAPTER II	XI Indra	1	When Somas flow thou makest pure, Indra, thy mind that merits laud, 
PART SECOND	BOOK I	CHAPTER II	XI Indra	2	In heaven's first region, in the seat of Gods, is he who brings success, 
PART SECOND	BOOK I	CHAPTER II	XI Indra	3	Him I invoke, to win the spoil, even mighty Indra for the fray. 
PART SECOND	BOOK I	CHAPTER II	XIII Agni	1	With this mine homage I invoke Agni for you, the Son of Strength. 
PART SECOND	BOOK I	CHAPTER II	XIII Agni	2	His two red horses, all-supporting, let him yoke: let him, well-worshipped, urge them fast! 
PART SECOND	BOOK I	CHAPTER II	XIV Dawn	1	Advancing, sending forth her rays, the daughter of the Sky is seen. 
PART SECOND	BOOK I	CHAPTER II	XIV Dawn	2	The Sun ascending, the refulgent star, pours down his beams. together with the Dawn. 
PART SECOND	BOOK I	CHAPTER II	XV Asvins	1	These morning sacrifices call you, Asvins, at the break of day. 
PART SECOND	BOOK I	CHAPTER II	XV Asvins	2	Ye, heroes, have bestowed wonderful nourishment: send it to him whose songs are sweet. 
PART SECOND	BOOK I	CHAPTER II	XVI Soma Pavamana.	1	After his ancient splendour, they, the bold, have drawn the bright milk from 
PART SECOND	BOOK I	CHAPTER II	XVI Soma Pavamana.	2	In aspect he is like the Sun: he runneth forward to the lakes: Seven currents flowing to the sky. 
PART SECOND	BOOK I	CHAPTER II	XVI Soma Pavamana.	3	He, while they purify him, stands high over all things that exist Soma, a God as Surya is.
PART SECOND	BOOK I	CHAPTER II	XVII Soma Pavamana	1	By generation long ago this God, engendered for the Gods, 
PART SECOND	BOOK I	CHAPTER II	XVII Soma Pavamana	2	According to primeval plan this poet hath been strengthened by, 
PART SECOND	BOOK I	CHAPTER II	XVII Soma Pavamana	3	Shedding the ancient fiuid thou art poured into the cleansing sieve: 
PART SECOND	BOOK I	CHAPTER II	XVIII Soma Pavamana	1	Bring near us those who stand aloof: strike fear into our enemy: 
PART SECOND	BOOK I	CHAPTER II	XVIII Soma Pavamana	2	To him the active, nobly born. 
PART SECOND	BOOK I	CHAPTER II	XVIII Soma Pavamana	3	Sing ye your songs to him, O men!
PART SECOND	BOOK I	CHAPTER II	XIX Soma Pavamana	1	The Somas skilled in song, the waves have led the water forward, like 
PART SECOND	BOOK I	CHAPTER II	XIX Soma Pavamana	2	With stream of sacrifice the brown bright drops have flowed with strength in store 
PART SECOND	BOOK I	CHAPTER II	XIX Soma Pavamana	3	To Indra, Vayu. Varuna to Vishnu and the Maruts let 
PART SECOND	BOOK I	CHAPTER II	XX Soma Pavamana	1	O Soma, for the feast of Gods, river-like he hath swelled with surge, 
PART SECOND	BOOK I	CHAPTER II	XX Soma Pavamana	2	Like a dear son how must be decked, the bright and shining one hath clad him in his robe. 
PART SECOND	BOOK I	CHAPTER II	XXI Soma Pavamana	1	The rapture-shedding Somas have flowed forth in our assembly, pressed. 
PART SECOND	BOOK I	CHAPTER II	XXI Soma Pavamana	2	Now like a swan hemaketh all the company sing each his hymm 
PART SECOND	BOOK I	CHAPTER II	XXI Soma Pavamana	3	And Trita's maidens onward urge the tawny-coloured with the stones, 
PART SECOND	BOOK I	CHAPTER II	XXII Soma Pavamana.	1	Herewith flow on, thou friend of Gods! Singing, thou runnest round the sieve oni every side. 
PART SECOND	BOOK I	CHAPTER II	XXII Soma Pavamana.	2	Lovely, gold-coloured, on he flows. 
PART SECOND	BOOK I	CHAPTER II	XXII Soma Pavamana.	3	For him who presses, of the juice.
PART SECOND	BOOK II	CHAPTER I	I Soma Pavamana	1	Soma, as leader of the song, flow onward with thy wondrous aid. 
PART SECOND	BOOK II	CHAPTER I	I Soma Pavamana	2	Do thou as leader of the song, stirring the waters of the sea, 
PART SECOND	BOOK II	CHAPTER I	II Soma Pavamana	1	Indu, flow on, a mighty juice; glorify us among the folk: 
PART SECOND	BOOK II	CHAPTER I	II Soma Pavamana	2	And in thy friendship, Indu, most sublime and glorious, may we 
PART SECOND	BOOK II	CHAPTER I	II Soma Pavamana	3	Those awful weapons which thou hast, sharpened at point to strike men down-- 
PART SECOND	BOOK II	CHAPTER I	III Soma Pavamana	1	O Soma, thou art strong and bright, potent, O God, with potent sway, 
PART SECOND	BOOK II	CHAPTER I	III Soma Pavamana	2	Steer-strong thy might is like a steer's, steer-strong the wood, steer-strong the juice: 
PART SECOND	BOOK II	CHAPTER I	III Soma Pavamana	3	Thou, Indu, as a vigorous horse, hast neighed together steeds and kine: 
PART SECOND	BOOK II	CHAPTER I	IV Soma Pavamana	1	For thou art strong by splendour: we, O Pavamana call on thee, 
PART SECOND	BOOK II	CHAPTER I	IV Soma Pavamana	2	When thou art sprinkled with the streams, thou reachest, purified by men, 
PART SECOND	BOOK II	CHAPTER I	IV Soma Pavamana	3	Do thou, rejoicing, nobly-armed! pour upon us heroic strength. 
PART SECOND	BOOK II	CHAPTER I	V Soma Pavamana	1	We seek to win thy friendly love, even Pavamana's flowing o'er 
PART SECOND	BOOK II	CHAPTER I	V Soma Pavamana	2	With those same waves which in their stream o'erflow the purifying sieve, 
PART SECOND	BOOK II	CHAPTER I	V Soma Pavamana	3	O Soma, being purified, bring us from all sides-for thou canst- 
PART SECOND	BOOK II	CHAPTER I	VI Agni	1	Agni we choose as envoy, skilled performer of this holy rite, 
PART SECOND	BOOK II	CHAPTER I	VI Agni	2	With constant calls they invocate Agni, Agni, Lord of the house, 
PART SECOND	BOOK II	CHAPTER I	VI Agni	3	Bring the Gods hither, Agni, born for him who trims the Sacred grass: 
PART SECOND	BOOK II	CHAPTER I	VII Mitra Varuna	1	Mitra and Varuna we call to drink the draught of Soma juice, 
PART SECOND	BOOK II	CHAPTER I	VII Mitra Varuna	2	Those who by Law uphold the Law, Lords of the shining light of Law, 
PART SECOND	BOOK II	CHAPTER I	VII Mitra Varuna	3	Let Varuna be our chief defence, let Mitra guard us with all aids, 
PART SECOND	BOOK II	CHAPTER I	VIII Indra	1	Indra the singers with high praise, Indra reciters with their lauds, 
PART SECOND	BOOK II	CHAPTER I	VIII Indra	2	Indra is close to his two bays, with chariot ready at his word, 
PART SECOND	BOOK II	CHAPTER I	VIII Indra	3	Help us in battles Indra, in battles where thousand spoils are gained, 
PART SECOND	BOOK II	CHAPTER I	VIII Indra	4	Indra raised up the son aloft in heaven, that he may see afar: 
PART SECOND	BOOK II	CHAPTER I	IX Indra-Agni	1	To Indra and to Agni we bring reverence high and holy hymn, 
PART SECOND	BOOK II	CHAPTER I	IX Indra-Agni	2	For all these holy singers thus implore these twain to succour them, 
PART SECOND	BOOK II	CHAPTER I	IX Indra-Agni	3	Eager to laud you, we with songs invoke you, bearing sacred food, 
PART SECOND	BOOK II	CHAPTER I	X Soma Pavamana	1	Flow onward, mighty with thy stream, inspiriting the Marut's Lord, 
PART SECOND	BOOK II	CHAPTER I	X Soma Pavamana	2	I send thee forth to battle from the press, O Pavamana, strong, 
PART SECOND	BOOK II	CHAPTER I	X Soma Pavamana	3	Acknowledged by this song of mine, flow, tawnycoloured, with thy stream: 
PART SECOND	BOOK II	CHAPTER I	XI Soma Pavamana	1	A Red Bull bellowing to the kine, thou goest, causing the heavens and earth to roar and thunder. 
PART SECOND	BOOK II	CHAPTER I	XI Soma Pavamana	2	Swelling with milk, abounding in sweet juices, urging the meathrich plant thou goest onward. 
PART SECOND	BOOK II	CHAPTER I	XI Soma Pavamana	3	So flow thou on inspiriting, for rapture, turning the weapon of the water's holder! 
PART SECOND	BOOK II	CHAPTER I	XII Indra	1	That we may win us wealth and power we poets verily, call on thee: 
PART SECOND	BOOK II	CHAPTER I	XII Indra	2	As such, O wonderful, whose hand holds thunder, praised as mighty, Caster of the Stone! 
